uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn	pointedness	elongation	polarasymmetry	volume
1_19_2021	2021	1_19	1	19	1_19	C			1.2581	0.6722	0.2581	0.4876	403	19.347	13.423					281128705		135	7	6			6	Cold_Snap	Cold_Control	ASY	24	120	28.7											0.582973552	1.452016256	1.627120704	1.716793289
2_86_2021	2021	2_86	2	86	2_86	D	1.8		1.1521	0.75222	0.15208	0.32939	400	17.953	13.723					272107217	281172255	134	5	5			5	Carryover	Prev_Control	ASY	23	118	28.9	20	126	29.5								0.551336511	1.314005239	1.302566895	1.717340164
1_25_2021	2021	1_25	1	25	1_25	A	1.4		1.2717	0.75307	0.2717	0.32791	397	17.902	13.83					272108395	272107381	133	6	6			3	Cold_Snap	Cold_Control	SY	22.25	114	28.7	19	118	28.8								0.578821849	1.28995018	1.929155924	1.719127883
1_25_2021	2021	1_25	1	25	1_25	C	1.7		1.215	0.6824	0.215	0.4655	422	19.191	13.354					272108395	272107381	133	6	6			3	Cold_Snap	Cold_Control	SY	22.25	114	28.7	19	118	28.8								0.577291631	1.442240112	1.539978907	1.719265325
2_70_2021	2021	2_70	2	70	2_70	D	1.6	1	1.1373	0.68276	0.13734	0.46464	465	19.13	13.138					281174002		133	6	5			4	Cold_Snap	Cold_Cold	SY	22	117	29.1											0.568256186	1.453935752	1.081759394	1.72063987
1_437_2020	2020	1_437	1	437	1_437	C			1.2	0.67853	0.20004	0.47378	526	19.241	13.569					240150375	240150398	137	5	5	0	0	0	Validation	BCA	SY	24.75	114	27.1											0.58018232	1.443301777	1.335617586	1.720975478
1_371_2020	2020	1_371	1	371	1_371	C			1.2663	0.67185	0.2663	0.48843	505	19.353	13.48					281128701	272107009	134	6	6	0	0	0	Validation	BDC	ASY	23.75	115	28.7	22.5	124	29.3								0.567771725	1.454021501	1.87492339	1.72113894
1_431_2020	2020	1_431	1	431	1_431	D			1.2635	0.71441	0.26351	0.39976	474	18.661	13.697					240150380		140	5	5	0	0	0	Validation	BCA	SY	23.25	112	27.3											0.573671908	1.371139765	1.712268913	1.721281291
2_97_2020	2020	2_97	2	97	2_97	B			1.1894	0.7103	0.1894	0.4079	363	18.614	13.397					281174514	278172245	144	5	4	4	41.5	0	CortDose	Cort	SY	21	117	28.4	19	123	28.6				2	1	0	3	0.569194867	1.37356759	1.439691917	1.722673978
2_52_2021	2021	2_52	2	52	2_52	D			1.245	0.75302	0.245	0.32798	444	17.978	13.919					281174122		158	4	0			4	Long_Control	None	SY	18.5	119	28.3				281174501	2020	2_48					0.57879315	1.293366616	1.6646296	1.725007248
1_381_2020	2020	1_381	1	381	1_381	B			1.2361	0.80157	0.2361	0.24755	451	17.131	13.955					88004749		140	6	6	0	0	0	Validation	BDC	ASY	24.25	120	28.3											0.606795996	1.209687598	1.548171189	1.725619082
1_134_2020	2020	1_134	1	134	1_134	D			1.2025	0.71448	0.20248	0.39962	504	18.678	13.439					240150379		140	5	5	5	51.6	0	CortDose	Control	SY	22.5	117	27.7							2	1	0	3	0.568731911	1.380012655	1.189021861	1.726682178
2_77_2021	2021	2_77	2	77	2_77	D			1.2632	0.7223	0.2632	0.3846	401	18.464	13.685					281174006		135	6	0			0	Cold_Snap		ASY	21	118	27.9											0.569565675	1.356852162	1.907677267	1.728126989
1_47_2020	2020	1_47	1	47	1_47	C			1.1865	0.71512	0.18655	0.39837	577	18.656	13.698					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2	0.547721576	1.380870527	1.751834678	1.730190688
2_126_2020	2020	2_126	2	126	2_126	B			1.0861	0.68725	0.086117	0.45508	520	19.219	13.511					281174701	281128625	151	6	5	5	54.3	0	CortDose	Control	SY	18.25	117	27.9	20	117	29.6				1	2	0	3	0.529658076	1.432244958	1.447256333	1.73030648
1_88_2021	2021	1_88	1	88	1_88	D			1.213	0.72505	0.21299	0.37921	413	18.488	13.759					281174805		139	5	0			0	Cold_Snap		SY	18.5	114	28.4											0.568294977	1.357203638	1.499609077	1.73064431
2_102_2020	2020	2_102	2	102	2_102	C			1.1654	0.75037	0.16537	0.33268	565	18.04	13.853					281128561	272106664	148	4	4	4	60	0	CortDose	Control	ASY	21	115	28.6	20	123	28.8				2	2	0	4	0.554971265	1.309907335	1.280565674	1.731059806
1_330_2020	2020	1_330	1	330	1_330	C			1.2421	0.68221	0.24206	0.46582	520	19.199	13.438					272107790		140	6	5	0	0	0	Validation	BDA	ASY	22.5	120	28											0.588625672	1.424760141	1.652977333	1.731154469
2_35_2020	2020	2_35	2	35	2_35	B			1.2757	0.6733	0.27569	0.48522	504	19.318	13.282					281174509	281128516	139	6	6	6	60.5	0	CortDose	Control	SY	22	116	28.6	19	119	29.1				1	5	0	6	0.614606971	1.466346781	1.536486623	1.731724035
1_318_2020	2020	1_318	1	318	1_318	C			1.2623	0.64945	0.26226	0.53976	483	19.626	12.904					281128705		139	6	6	0	0	0	Validation	BDC	ASY	25.75	118	28.9											0.613561616	1.498912506	1.667733807	1.732594189
2_96_2020	2020	2_96	2	96	2_96	C			1.2013	0.71548	0.20135	0.39766	324	18.692	13.718					281128602		143	6	6	6	81.7	0	CortDose	Control	ASY	22	119	28.3							1	5	0	6	0.56904309	1.37059194	1.449904514	1.734280137
2_77_2021	2021	2_77	2	77	2_77	B			1.2682	0.6943	0.2682	0.4402	411	18.946	13.491					281174006		135	6	0			0	Cold_Snap		ASY	21	118	27.9											0.586239698	1.409556439	1.775506596	1.73479187
1_16_2020	2020	1_16	1	16	1_16	C			1.2176	0.6646	0.21764	0.50467	515	19.564	13.285					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4	0.5770145	1.480704014	1.654492467	1.73509102
2_10_2020	2020	2_10	2	10	2_10	C			1.192	0.68761	0.19201	0.45432	449	19.122	13.575					281128553	278171892	139	6	4	4	47.5	0	CortDose	Cort	SY	22			19.25	121	28.8				1	3	0	4	0.568786342	1.416948686	1.524840292	1.737814688
2_72_2021	2021	2_72	2	72	2_72	E			1.1316	0.77794	0.13164	0.28545	324	17.689	14.112					281174417	281174347	137	6	6			6	Cold_Snap	Cold_Cold	SY	21	121	28.6	20	125	29.9	240150385	2020	1_302					0.541111241	1.274421267	1.523324687	1.73943178
2_126_2020	2020	2_126	2	126	2_126	E			1.1179	0.73763	0.11794	0.35569	494	18.312	13.585					281174701	281128625	151	6	5	5	54.3	0	CortDose	Control	SY	18.25	117	27.9	20	117	29.6				1	2	0	3	0.550362971	1.351310314	1.198430642	1.740026695
2_70_2020	2020	2_70	2	70	2_70	C			1.1972	0.7498	0.1972	0.33369	411	17.989	13.788					278172313	281128565	142	5	5	5	53	0	CortDose	Cort	SY	20	113	28.2	20.5	118	29	263114113	2019	4_94	1	4	0	5	0.566843594	1.310513488	1.607652834	1.740736689
2_29_2020	2020	2_29	2	29	2_29	C			1.1953	0.68028	0.19528	0.46998	538	19.248	13.334					272107361	272107257	140	6	5	5	54.1	0	CortDose	Control	ASY	22.5	117	28.4	19.5	122	28.5				5	0	0	5	0.575939151	1.447053441	1.507503502	1.7413668
1_358_2020	2020	1_358	1	358	1_358	C			1.1978	0.70102	0.19779	0.42649	632	18.838	13.351					240150384		145	4	4	0	0	0	Validation	BCA	SY	20	113	28.1											0.580079687	1.402166641	1.318900452	1.741551446
2_27_2021	2021	2_27	2	27	2_27	D			1.1594	0.69989	0.15938	0.4288	437	18.915	13.47					281174802		137	5	0			0	Cold_Snap		SY	20	114	27.3											0.563612629	1.413513023	1.493921563	1.741587444
1_312_2020	2020	1_312	1	312	1_312	E			1.1624	0.76319	0.16237	0.3103	431	17.853	13.825					281128703		145	6	6	0	0	0	Validation	BCA	ASY	23.25	114	28.3											0.560332184	1.281637503	1.543709477	1.741848475
1_437_2020	2020	1_437	1	437	1_437	D			1.2753	0.66413	0.27531	0.50574	532	19.536	13.354					240150375	240150398	137	5	5	0	0	0	Validation	BCA	SY	24.75	114	27.1											0.583442779	1.46629359	1.512379219	1.742031638
2_10_2020	2020	2_10	2	10	2_10	D			1.1711	0.66851	0.17112	0.49586	459	19.555	13.55					281128553	278171892	139	6	4	4	47.5	0	CortDose	Cort	SY	22			19.25	121	28.8				1	3	0	4	0.560549264	1.455975596	1.366381987	1.743546934
2_124_2020	2020	2_124	2	124	2_124	D			1.1293	0.81419	0.12929	0.22822	415	17.122	14.137					278171872	281174105	139	6	4	0	0	0	CortDose	Cort	ASY	21.5	116	28.9	20	116	29								0.540866164	1.219142737	1.419669001	1.744756352
1_377_2020	2020	1_377	1	377	1_377	F			1.2253	0.72559	0.22531	0.37818	500	18.494	13.769					281128805		141	6	6	0	0	0	Validation	BCA	SY	20.5	112	27.8				272107809	2019	1_81					0.579900937	1.355262292	1.683353786	1.744885399
1_371_2020	2020	1_371	1	371	1_371	B			1.2914	0.69703	0.29139	0.43465	494	18.962	13.563					281128701	272107009	134	6	6	0	0	0	Validation	BDC	ASY	23.75	115	28.7	22.5	124	29.3								0.569531341	1.392500565	1.954330335	1.747321529
1_364_2020	2020	1_364	1	364	1_364	D			1.1873	0.70674	0.18726	0.41495	473	18.822	13.678					232146953		140	5	4	0	0	0	Validation	BCC	ASY	24	117	28.4											0.559276292	1.396528051	1.491050484	1.749248554
2_90_2020	2020	2_90	2	90	2_90	D			1.2328	0.73467	0.2328	0.36115	441	18.305	13.952					281174511	281174524	142	6	6	6	50.9	0	CortDose	Control	SY	20	120	28.8	19.5	121	28.6				4	2	0	6	0.567213454	1.326282237	2.045311302	1.749423103
1_19_2021	2021	1_19	1	19	1_19	D			1.2392	0.6847	0.2392	0.4605	398	19.182	13.56					281128705		135	7	6			6	Cold_Snap	Cold_Control	ASY	24	120	28.7											0.574171293	1.423376402	1.678826804	1.749901343
1_381_2020	2020	1_381	1	381	1_381	C			1.1857	0.68684	0.18572	0.45595	505	19.179	13.697					88004749		140	6	6	0	0	0	Validation	BDC	ASY	24.25	120	28.3											0.576397322	1.411232977	1.091580981	1.750139776
1_22_2021	2021	1_22	2	22	2_22	C			1.2306	0.69415	0.23059	0.44062	425	19.002	13.504					281128464		138	5	0			0	Cold_Snap		SY	21.5	118	28.4											0.583874297	1.41288301	1.67971263	1.750877537
2_28_2020	2020	2_28	2	28	2_28	C			1.2185	0.69158	0.21846	0.44597	576	19.101	13.681					281128737	278172168	141	5	4	4	32.7	0	CortDose	Cort	SY	22	120	28.7	19.5	121	28	272107748	2019	2_39	0	3	0	3	0.572781248	1.417459662	1.6021056	1.751060863
1_25_2021	2021	1_25	1	25	1_25	E	1.6		1.1853	0.719	0.1853	0.3908	413	18.612	13.716					272108395	272107381	133	6	6			3	Cold_Snap	Cold_Control	SY	22.25	114	28.7	19	118	28.8								0.575798499	1.365669485	1.456740631	1.753621306
1_125_2020	2020	1_125	1	125	1_125	D			1.2169	0.72012	0.2169	0.38865	458	18.571	13.581					240150382	281128570	143	6	6	6	47	0	CortDose	Control	SY	20.5	112	27.9	20.5	122	28.6				0	4	2	4	0.579733134	1.361460754	1.630541611	1.756916093
2_66_2020	2020	2_66	2	66	2_66	C			1.2119	0.7595	0.2119	0.3166	596	17.963	14.13					278172163	272107774	142	4	4	4	35.7	0	CortDose	Control	ASY	22.5	119	29.3	20	120	28.3				1	3	0	4	0.581178161	1.288044323	1.370186454	1.757984686
2_3_2020	2020	2_3	2	3	2_3	C			1.2289	0.7224	0.2289	0.38427	450	18.594	13.613					281128598	281128599	141	6	5	5	64.2	0	CortDose	Control	ASY	21			20.5	120	29.2				1	4	0	5	0.567760318	1.365092945	1.713570096	1.758700567
1_81_2020	2020	1_81	1	81	1_81	C			1.1973	0.61395	0.19726	0.62881	495	20.742	12.589					240150377	281174102	137	6	6	6	64.7	0	CortDose	Control	ASY	23.25	115	27.7	20	121	28.5				2	3	0	5	0.569275115	1.610950005	1.416594413	1.760858025
2_77_2021	2021	2_77	2	77	2_77	E			1.2502	0.6854	0.2502	0.4591	417	19.185	13.485					281174006		135	6	0			0	Cold_Snap		ASY	21	118	27.9											0.593492606	1.425501399	1.375675082	1.761218211
2_114_2020	2020	2_114	2	114	2_114	C			1.2371	0.65648	0.23706	0.52329	477	19.798	13.119					278172145	281174520	136	6	6	6	79	0	CortDose	Cort	ASY	23.5	119	28.7	21	123	29.5				0	0	2	0	0.572046747	1.502446639	1.697801527	1.762198991
1_325_2020	2020	1_325	1	325	1_325	C			1.2435	0.70424	0.24348	0.41998	463	18.74	13.369					281128557		142	6	6	0	0	0	Validation	BDC	SY	19.5	112	28.9											0.579566688	1.384906969	1.829872669	1.763003734
2_45_2021	2021	2_45	2	45	2_45	B			1.284	0.67448	0.28402	0.48263	498	19.377	13.195					281174405		137	4	0			0	Cold_Snap	Cold_Control	SY	20.5	111	27.3				281128450	2020	1_32					0.60428746	1.461853224	1.83767311	1.763859564
2_17_2020	2020	2_17	2	17	2_17	D			1.22505	0.72618	0.22505	0.37707	415	18.489	13.816					281174518	281174554	146	5	4	4	47.4	0	CortDose	Cort	SY	21.5	119	28.1	19.5	116	28.5				1	3	0	4	0.570367108	1.345123064	1.755638577	1.764854609
2_34_2021	2021	2_34	2	34	2_34	D			1.1677	0.7406	0.1677	0.3503	374	18.257	13.708					281174509		137	6	0			0	Carryover	Prev_Control	ASY	22	114	27.5											0.571448074	1.332349051	1.389253671	1.764945557
1_302_2020	2020	1_302	1	302	1_302	D			1.2059	0.7116	0.2059	0.4053	384	18.81	13.535					240150385		143	6	6	0	0	0	Validation	BCC	SY	20.5													0.567434553	1.384197629	1.570235637	1.765368741
1_32_2020	2020	1_32	1	32	1_32	B			1.1989	0.76921	0.19894	0.30004	473	17.842	13.785					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5	0.574958855	1.280392279	1.468792067	1.766299118
2_10_2021	2021	2_10	2	10	2_10	D			1.1415	0.7721	0.1415	0.2952	357	17.833	13.951					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.550621169	1.276086127	1.53844978	1.766600018
1_343_2020	2020	1_343	1	343	1_343	D			1.2151	0.66397	0.21508	0.50609	571	19.699	13.182					278172151	281174314	141	6	6	0	0	0	Validation	BCC	ASY	20.25	116	28.2		122	29.2								0.5695186	1.480363936	1.438180402	1.766623568
2_115_2020	2020	2_115	2	115	2_115	F			1.1551	0.72877	0.15509	0.37218	502	18.555	13.904					272107217	272107690	133	6	4	4	41.9	0	CortDose	Control	ASY	23.75	119	28.9	22.5	127	29.2				2	2	0	4	0.545435653	1.351123219	1.489443762	1.766965503
1_319_2020	2020	1_319	1	319	1_319	D			1.2191	0.65663	0.21907	0.52292	489	19.875	13.143					240150378		139	5	4	0	0	0	Validation	BCC	ASY	23	111	28											0.569108035	1.486519722	1.782445644	1.768580647
1_121_2021	2021	1_121	1	121	1_121	B			1.2698	0.6471	0.26978	0.54535	469	19.992	13.07					281128461	281174809	137	5	4			3	Cold_Snap	Cold_Control	ASY	20.75	115	28.7	20	114	28.7								0.599127236	1.534264391	1.558622814	1.769292571
1_109_2021	2021	1_109	1	109	1_109	E			1.197	0.74433	0.19701	0.34349	467	18.265	13.825					281174807		138	6	0			0	Cold_Snap		SY	20.5	117	28.3											0.567487316	1.32571432	1.65422091	1.772105681
2_86_2021	2021	2_86	2	86	2_86	B	1.6		1.1119	0.72667	0.11193	0.37613	412	18.539	13.631					272107217	281172255	134	5	5			5	Carryover	Prev_Control	ASY	23	118	28.9	20	126	29.5								0.55340612	1.369288534	1.186795562	1.77218236
2_91_2020	2020	2_91	2	91	2_91	B			1.2735	0.69641	0.27347	0.43593	476	19.024	13.549					278172469	281174702	140	6	1	1	10.8	0	CortDose	Cort	SY	22	120	28.3	19.5	120	28.2	278172407	2019	4_71	0	1	0	1	0.582869952	1.408436778	1.800317465	1.774829541
1_338_2020	2020	1_338	1	338	1_338	D			1.2739	0.65173	0.2739	0.53437	537	19.887	13.058					212110288		139	5	5	0	0	0	Validation	BCA	ASY	22	116	27.7											0.589702837	1.513371045	1.733184304	1.775778111
2_62_2021	2021	2_62	2	62	2_62	C			1.1989	0.71965	0.19894	0.38956	423	18.745	13.759					281174008	281108256	136	6	1			1	Cold_Snap	Cold_Cold	ASY	24.5	121	29.3											0.544290016	1.37408735	1.76379711	1.776377911
2_79_2021	2021	2_79	2	79	2_79	C			1.2743	0.6618	0.27429	0.51105	438	19.707	13.405					278172154		135	6	0			0	Carryover	Prev_Cort	ASY	22	117	27.9											0.593436166	1.471339063	1.708535441	1.776459105
2_44_2020	2020	2_44	2	44	2_44	A			1.241	0.66292	0.24101	0.50848	306	19.758	13.562					281128816	272106957	143	5	4	4	37.6	0	CortDose	Cort	SY	21	110	29.2	19	125	28.3	281128707	2019	1_329	2	2	0	4	0.589877171	1.484769346	1.658215274	1.777220692
2_115_2020	2020	2_115	2	115	2_115	C			1.1638	0.73745	0.16382	0.35603	491	18.399	13.688					272107217	272107690	133	6	4	4	41.9	0	CortDose	Control	ASY	23.75	119	28.9	22.5	127	29.2				2	2	0	4	0.542211004	1.335310944	1.5755664	1.77910677
1_77_2020	2020	1_77	1	77	1_77	C			1.2039	0.66844	0.20387	0.49603	505	19.644	13.247					240150391	281174443	148	5	4	4	50	0	CortDose	Cort	SY	24	112	28.6	20	118	28.9				1	1	0	2	0.568297752	1.475388699	1.488982583	1.779128422
2_21_2020	2020	2_21	2	21	2_21	E			1.2376	0.71172	0.23763	0.40504	317	18.972	13.926					281128562	281128656	147	6	5	5	36.2	0	CortDose	Control	SY	21.5	114	29	21	123	29.8				2	2	0	4	0.554168792	1.391506655	1.522096712	1.779163382
1_330_2020	2020	1_330	1	330	1_330	E			1.2299	0.75083	0.2299	0.33186	497	18.167	13.945					272107790		140	6	5	0	0	0	Validation	BDA	ASY	22.5	120	28											0.568611366	1.296269434	1.564965228	1.779600388
1_45_2021	2021	1_45	1	45	1_45	C			1.144	0.74317	0.144	0.34559	445	18.366	13.728					281174806		139	5	0			0	Cold_Snap		SY	17.5	114	28.9											0.548953004	1.334804404	1.604594957	1.779680938
1_125_2020	2020	1_125	1	125	1_125	B			1.2641	0.71287	0.26413	0.40277	469	18.763	13.903					240150382	281128570	143	6	6	6	47	0	CortDose	Control	SY	20.5	112	27.9	20.5	122	28.6				0	4	2	4	0.588203033	1.366834222	1.740629337	1.77971981
1_48_2021	2021	1_48	1	48	1_48	C			1.649	0.73911	0.16486	0.35298	405	18.371	13.743					281174343	281174964	139	5	3			3	Cold_Snap	Cold_Control	ASY	16.5	111	27.4				281174518	2020	2_17					0.554490611	1.334290756	1.577204686	1.780358208
1_72_2021	2021	1_72	1	72	1_72	D			1.187	0.71198	0.18703	0.40454	426	18.819	13.658					281128465	281174810	137	5	5			2	Cold_Snap	Cold_Cold	ASY	20.75	116	28.5	19	117	28.8								0.569214199	1.392189474	1.589185374	1.781653432
1_343_2020	2020	1_343	1	343	1_343	C			1.2187	0.64516	0.21873	0.55001	581	20.104	13.32					278172151	281174314	141	6	6	0	0	0	Validation	BCC	ASY	20.25	116	28.2		122	29.2								0.569897539	1.519220778	1.528597811	1.781777128
2_15_2021	2021	2_15	2	15	2_15	D		1t4	1.1625	0.72635	0.16246	0.37674	428	18.622	13.652					272108365		129	6	3			0	Cold_Snap		SY	22.75	112	27.9											0.56073674	1.350716451	1.525531777	1.782377846
1_319_2020	2020	1_319	1	319	1_319	E			1.233	0.67287	0.23297	0.48618	483	19.637	13.627					240150378		139	5	4	0	0	0	Validation	BCC	ASY	23	111	28											0.568726382	1.453217688	1.664891044	1.782714864
2_19_2020	2020	2_19	2	19	2_19	D			1.2722	0.69991	0.27225	0.42876	526	19.08	13.936					281174510	281128631	142	5	5	5	39.6	0	CortDose	Control	SY	18.5	117	28.6	19.25	117	27.9				2	2	0	4	0.570970064	1.396794994	2.187210891	1.784313213
1_75_2021	2021	1_75	1	75	1_75	E			1.222	0.69102	0.22199	0.44713	451	19.273	13.655					281174808		137	6	0			0	Cold_Snap		ASY	19	118	28.8											0.565832635	1.423700953	1.781141371	1.78523179
2_91_2020	2020	2_91	2	91	2_91	C			1.2697	0.65868	0.26967	0.51819	491	19.88	13.243					278172469	281174702	140	6	1	1	10.8	0	CortDose	Cort	SY	22	120	28.3	19.5	120	28.2	278172407	2019	4_71	0	1	0	1	0.582466804	1.489387104	1.707862169	1.786744036
1_129_2021	2021	1_129	1	129	1_129	C	2.1		1.203	0.66309	0.20297	0.50808	473	19.776	13.148					240150375		130	5	2			0	Cold_Snap		ASY	22.5	115	28.7											0.57855409	1.485740775	1.302135712	1.787126081
2_47_2021	2021	2_47	2	47	2_47	E			1.2458	0.71447	0.24581	0.39964	418	18.801	13.702					281128816	281128476	136	6	6			5	Carryover	Prev_Cort	ASY	23	111	28.5	18.75	121	29.1	281128707	2019	1_329					0.595224144	1.377196648	1.464441798	1.788056269
2_96_2020	2020	2_96	2	96	2_96	E			1.2933	0.6875	0.2933	0.4545	333	19.306	13.512					281128602		143	6	6	6	81.7	0	CortDose	Control	ASY	22	119	28.3							1	5	0	6	0.587170425	1.418197122	1.499631794	1.789450219
1_51_2020	2020	1_51	1	51	1_51	C			1.2235	0.74626	0.22353	0.34002	474	18.238	13.489					281128556	281174103	143	5	5	5	46.2	0	CortDose	Cort	SY	19	109	27.7	21.75	125	30				4	0	1	4	0.596061003	1.327644532	1.482326882	1.78963292
2_117_2020	2020	2_117	2	117	2_117	D			1.2744	0.67359	0.27439	0.48459	508	19.556	13.816					278171875	281128726	140	6	6	6	82.4	0	CortDose	Control	ASY	22.5	114	28.4	21.5	122	29.2				0	5	0	5	0.579354921	1.439782808	1.72764563	1.790050934
2_4_2021	2021	2_4	2	4	2_4	D			1.1661	0.6692	0.1661	0.4943	391	19.699	13.45					281174442		137	6	0			0	Cold_Snap		SY	21	116	29.1				281128703	2020	1_312					0.567157045	1.480935017	1.312046041	1.79025474
1_109_2021	2021	1_109	1	109	1_109	C			1.3017	0.66716	0.30166	0.49889	501	19.706	13.444					281174807		138	6	0			0	Cold_Snap		SY	20.5	117	28.3											0.576564808	1.461833046	1.795910641	1.790928131
1_350_2020	2020	1_350	1	350	1_350	C			1.1848	0.69495	0.18483	0.43896	536	19.223	13.638					212110278	240150390	131	6	6	0	0	0	Validation	BCC	ASY	25	115	27.5	20.25	115	27								0.563107876	1.423669764	1.553281388	1.793340585
1_32_2020	2020	1_32	1	32	1_32	A			1.2245	0.75334	0.2245	0.32741	485	18.136	13.639					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5	0.600086175	1.323549442	1.315587951	1.793533165
2_93_2020	2020	2_93	2	93	2_93	A			1.2183	0.74376	0.21832	0.34451	542	18.325	13.991					281128551		140	4	4	4	46.3	0	CortDose	Cort	ASY	22	114	29							2	2	0	4	0.565939447	1.322841164	1.781960121	1.794171097
1_16_2020	2020	1_16	1	16	1_16	B			1.3499	0.649	0.34991	0.54083	522	19.981	13.51					240150397	281174586	149	6	6	6	69.9	0	CortDose	Cort	SY	21	117	29	19.5	121	29.3				1	3	0	4	0.604771702	1.503707739	2.276586817	1.794369092
1_72_2021	2021	1_72	1	72	1_72	E			1.122	0.77562	0.12197	0.2893	406	17.9	14.11					281128465	281174810	137	5	5			2	Cold_Snap	Cold_Cold	ASY	20.75	116	28.5	19	117	28.8								0.560909567	1.28308372	1.195932659	1.795947743
1_61_2020	2020	1_61	1	61	1_61	E			1.2	0.7107	0.2	0.407	286	19.037	13.758					281128560	281174115	146	5	5	5	49.8	0	CortDose	Control	SY	21.5	116	27.9	18.75	120	28.4				3	1	0	4	0.569205502	1.388902444	1.697085508	1.796019342
2_119_2020	2020	2_119	2	119	2_119	C			1.2386	0.67472	0.2386	0.48209	484	19.588	13.554					281174507	281174703	140	6	6	5	52.2	0	CortDose	Cort	SY	21.5	115	28.7	17	124	28.6								0.570098133	1.449819949	1.752912835	1.796114184
2_30_2021	2021	2_30	2	30	2_30	C			1.2383	0.69398	0.23833	0.44096	443	19.208	13.504					281174502		134	6	0			0	Carryover	Prev_Cort	ASY	23	116	28.1											0.57979374	1.426646191	1.753197746	1.796324885
2_90_2020	2020	2_90	2	90	2_90	C			1.2469	0.73284	0.24687	0.36456	441	18.529	14.017					281174511	281174524	142	6	6	6	50.9	0	CortDose	Control	SY	20	120	28.8	19.5	121	28.6				4	2	0	6	0.566434328	1.336219938	1.916858174	1.796674888
2_15_2021	2021	2_15	2	15	2_15	B		1t4	1.262	0.72006	0.26199	0.38877	435	18.754	14.097					272108365		129	6	3			0	Cold_Snap		SY	22.75	112	27.9											0.562121369	1.347033585	1.991240357	1.798766919
